"id","visit","center","bia1a","bia1a1","bia1a2","bia1c","bia1c1","bia2a","bia2a1","bia2c","bia2c1","bia3a","bia3a1","bia3c","bia3c1","bia4a","bia4a1","bia4c","bia4c1","bia5a","bia5a1","bia5c","bia5c1","bia6a","bia6a1","bia6c","bia6c1","bia7a","bia7a1","bia7c","bia7c1","bia8","bia1b","bia1d","bia2b","bia2d","bia3b","bia3d","bia4b","bia4d","bia5b","bia5d","bia6b","bia6d","bia7b","bia7d","bia9"
"NW31060",8,"NW","GO HOME AND GET A BASKETBALL",,,"IF I DIDN'T HAVE A BASKETBALL I WOULD USE A","SOCCER BALL.","CALM HIM DOWN (TELL ME MORE). IF HE'S MAD ABOUT HIS BICYCLE BEING STOLEN OR","BROKE APART I WOULD CALM HIM DOWN. I'D SAY ""IT'S AL RIGHT, HE'D GET 1 4 XMAS","I WOULD GO HOME.",,"SAY NO.",,"TELL MY OLDER SISTER.",,"SAY ""THAT ISN'T TRUE"".",,"ASK MY SISTER ""WHAT SHOULD I DO?""",,"GO TO THE END OF THE LINE.",,"JUST SAY HEY, YOU SHOULD GO TO THE END OF THE","LINE.","STOP THEM (TELL ME MORE) IF THEY","WERE MAD ABOUT SOMETHING I WOULD REASON WITH THEM.","I WOULD ASK THEM WHAT WAS THE PROBLEM, THEN I","WOULD DO SOMETHING TO HELP THEM FIX THE PROBLEM.","STOP THEM AND SAY DO YOU WANT TO PLAY WITH ME. (HO","W WOULD YOU STOP THEM) SAY PLEASE STOP FIGHTING, I'LL PLAY W/BOTH OF YOU.","I DON'T KNOW. CAN'T THINK OF ANYTHING ELSE.",,"PJV",5,5,1,5,1,4,1,4,5,1,1,1,6,,5/15/1997
"NW31071",8,"NW","I WOULD GO ASK SOMEBODY ELSE IF I CAN USE THEIR BALL",,,"GO BUY A BALL",,"I WOULD SAY, WHY ARE YOU MAD?",,"WALK AWAY",,"I WOULD SAY, IT'S MY MONEY, IS YOUR MOM HERE, YOU CAN GO ASK YOUR MOM","FIRST","GO TO ANOTHER POP MACHINE",,"I DON'T LIKE THAT, I WOULD SAY","TO THEM","I WOULD TELL THE TEACHER",,"I WOULD SAY, I DON'T LIKE THAT","WHY DID YOU DO THAT","GO TELL SOMEBODY, MY MOM",,"I WOULD SAY, WHY ARE YOU HURTING","OTHER PEOPLE","MAYBE I WOULD GO UP AND SAY YOU COULD","COMPROMISE, ASK THEM WHAT ARE YOU DOING, MAYBE YOU GUYS COULD SHARE","I WOULD LET'S SAY,I DON'T THINK ITS A GOOD IDEA TO","FIGHT, IT COULD HURT SOMEBODY","I WOULD GO TELL THEIR MOM",,"SRH",4,5,1,5,1,5,1,4,1,4,1,1,1,4,12/15/1999
"NW31087",8,"NW","GO BACK AND ASK HIM PLEASE.",,,"LEAVE HIM ALONE AND ASK ANOTHER PERSON. (WHO)","ONE OF MY FRIENDS. (WHAT) CAN I PLEASE HAVE YOUR BALL?","SAY, ""CAN YOU PLEASE NOT HIT ME.""",,"I WOULD GO AWAY AND LEAVE HIM ALONE.",,"I WOULD JUST SAY NO.",,"SAY, ""WHY CAN'T YOU GET YOUR OWN MONEY?""",,"SAY, ""DON'T DO THAT.""",,"CAN'T THINK OF ANYTHING ELSE.",,"I WOULD SAY, ""DON'T PUSH ME OUT","OF LINE.""","MAYBE COULD PUSH HIM BACK.",,"SAY, ""CAN YOU PLEASE STOP FIGHTING""",,"SAY, ""YOU SHOULD'T FIGHT BECAUSE IT HURTS","PEOPLE.""","SAY TO ONE OF THE KIDS, ""PLEASE DON'T FIGHT WITH","THE OTHER ONE.""","CAN'T THINK OF ANYTHING ELSE.",,"CLL",1,4,1,5,1,1,1,,1,2,1,1,1,,5/15/2000
"NW31119",8,"NW","PLAY SOMETHING ELSE",,,"TRY TO MAKE FRIENDS WITH HIM",,"KEEP ON WALKING",,"RUN AND CALL FOR HELP",,"NOT GIVE IT TO HIM",,"GO SOMEWHERE ELSE AND GET A SODA",,"TELL HIM TO STOP",,"GO SOMEWHERE SO I CAN'T HEAR THE STORIES",,"TELL HIS MOM ON HIM",,"TELL HIM THAT HIS MOM WANTS TO SEE HIM",,"GO UP AND TELL THEM TO STOP FIGHTIN","G","TELL THEM I'LL BE THEIR FRIEND IF THEY STOP FI","GHTING.","TELL HIM TO STOP FIGHTING OR I WON'T BE HIS FRIEND",,"GO SOMEWHERE ELSE LIKE HOME AND IGNORE THE FIG","HT","ELN",5,6,5,4,7,5,1,5,3,3,1,6,1,5,8/15/1996
"NW31127",8,"NW","I WOULD GO ASK ANOTHER KID.","(WHAT) CAN I PLEASE BORROW YOUR BALL.",,"MIGHT ASK ANOTHER KID WHO HAS A BALL IF HE WOULD","PLAY WITH ME.","I WOULD WALK UP TO A DIFFERENT GROUP OF KIDS AND WALK WITH THEM.",,"RUN TO SCHOOL.",,"WOULDN'T GIVE HIM MY MONEY. SAY, ""WHY SHOULD I GIVE YOU MY MONEY?""",,"MIGHT IGNORE HIM.",,"TELL A TEACHER OR GROWN-UP THAT","HE IS MAKING UP NASTY STORIES ABOUT ME.","TELL HIM THAT HE IS HURTING MY FEELINGS.",,"GO TO THE END OF THE LINE.",,"SAY, ""YOU CAN'T CUT.""",,"BREAK UP THE FIGHT. (HOW) SAY STOP","AND TELL THEM TO SHAKE HANDS AND SAY SORRY.","MIGHT GO GET A GROWN-UP.",,"TAKE MY FRIEND TO HIS HOUSE AND GET HIS MOM AND","THE OTHER KID'S MOM AND ASK THEM TO TALK TO THE KIDS ABOUT BEING NICER.","SAY, ""STOP FIGHTING, BE NICE AND BE FRIENDS.""",,"CLL",4,4,4,5,1,5,4,1,5,1,1,4,4,1,2/15/2000
"NW31131",8,"NW","GRAB IT",,,"ASK THE COACH FOR ONE",,"TELL A TEACHER",,"GET OUT OF THERE",,"SOCK HIM",,"TELL THE TEACHER OR A GROWN-UP",,"BEAT HIM UP",,"TELL A TEACHER OR THE PRINCIPAL",,"PUSH THEM BACK",,"TELL A TEACHER",,"BREAK IT UP BY PUSHING THEM APART",,"GET A GROWN-UP",,"GET A GROWN -UP",,"TELL THEM TO STOP",,"CRH",2,4,4,5,2,4,2,4,2,4,2,4,4,1,5/15/1999
"NW31143",8,"NW","ASK ANOTHER PERSON",,,"GET A BALL FROM HOME",,"RUN AWAY",,"STAY AWAY FROM HIM",,"RUN AWAY",,"CALL A GROWN UP TO KEEP KID AWAY",,"TELL HIS PARENTS",,"TELL HIM TO QUIT IT",,"TELL HIS PARENTS",,"TELL HIM TO STOP",,"BREAK IT UP",,"TELL GROWN UP TO TELL THEM TO STOP",,"TELL MY FRIEND TO STOP",,"TELL PARENT TO HAVE THEM STOP",,"ELN",5,5,5,5,5,4,4,1,4,1,7,4,1,4,8/15/1996
"NW31155",8,"NW","WALK AWAY",,,"BEG HIM FOR IT - PLEASE, PLEASE, PLEASE",,"RUN AWAY FROM HIM",,"ASK HIM WHY HE'S MAD AND IF HE WAS GOING HIT M","E","SAY NO LEAVE ME ALONE , MY MOM TOLD ME NOT TO GIVE AWAY MY MONEY",,"SAY LEAVE ME ALONE",,"TELL MY MOM",,"TRY TO ASK HIM WHY,","WHAT HIS POINT WAY","I'D SAY I WAS HERE FIRST, BETTE","R GET OUT","PUSH HIM AWAY",,"CLOSE YOUR EYES",,"NOTHING",,"SAY WHY ARE YOU FIGHTING WITH SOMEBODY,",,"GRAB THE FRIENDS HAND AND PULL 'EM AWAY",,"ACO",5,1,5,1,1,1,4,1,3,2,5,5,1,7,3/15/1998
"NW31170",8,"NW","TELL A GROWNUP",,,"WALK AWAY AND GO TRY TO FIND ANOTHER BALL",,"WALK BACK THE OTHER WAY",,"RUN ACROSS THE STREET",,"JUST SAY ""NO""",,"BUY MY POP AND LEAVE",,"TELL A TEACHER",,"WALK AWAY AND GO FIND ANOTHER FRIEND",,"PUSH HIM BACK",,"GO SOMEWHERE ELSE AND GET A DIFFERENT WATER FO","UNTAIN","TELL THEM TO STOP",,"TELL A TEACHER THEY ARE FIGHTING",,"TELL HIM TO STOP AND BRING MY FRIEND AND SAY ""LET'","S GO PLAY SOMEWHERE ELSE""","TELL HIM ""C'MON LET'S GO RIDE OUR BIKES""",,"AJS",4,5,5,5,1,7,4,5,2,5,1,4,1,1,6/15/1998
"NW31188",8,"NW","LEAVE HIM ALONE",,,"ASK AGAIN",,"HIT HIM BACK",,"RUN AND GO TELL THE TEACHER OR SOMEBODY THAT I","KNOW","PUNCH HIM",,"KICK HIM",,"TURN AROUND AND PUNCH HIM",,"I MIGHT SAY LEAVE ME ALONE",,"PUSH HIM BACK",,"MIGHT TELL SOMEBODY THAT I KNOW",,"TELL THEM TO STOP FIGHTING BECAUSE","IT'S BAD FOR YOU","TELL A TEACHER OR SOMEBODY I KNOW THAT THEY AR","E FIGHTING","TELL HER TO STOP FIGHTING",,"MIGHT TELL THE OTHER PERSON TO LEAVE HER ALONE",,"CRH",5,1,2,4,2,2,2,1,2,4,1,4,1,1,7/15/1999
"NW31192",8,"NW","NOTHING",,,"JUST WALK AWAY",,"RUN",,"TELL A GROWNUP",,"SAY, ""NO"" GO TELL GROWNUP",,"WALK AWAY",,"WALK AWAY",,"WALK AWAY",,"RUN AWAY",,"TELL MY MOM",,"TELL THEM TO STOP, IT'S NOT FUN TO","FIGHT, YOU MIGHT HURT OTHER PEOPLE","TELL THEIR MOM THEY WERE FIGHTING",,"TELL THE FRIEND TO STOP AND NOT FIGHT",,"GO TO FRIEND'S MOM AND TELL HER SOMEBODY IS ME","SSING WITH HIM","DLW",5,5,5,4,4,5,5,5,5,4,1,4,1,4,11/15/1998
"NW31204",8,"NW","SAY CAN YOU AND ME PLAY",,,"SAY CAN WE PRACTICE",,"SAY A KIND WORD WILL COOL A HOT HEAD",,"HELP HIM WITH BAD THINGS IN HIS LIFE",,"SAY GO ASK YOUR MOM FOR MONEY, I DON'T WANT TO GIVE YOU MONEY, THIS IS","MY MONEY","CALL FOR HELP FROM AN ADULT",,"I'LL TELL HIS MOM",,"SAY I WON'T BE THERE FOR HIM ANYMORE",,"TELL  HIM TO KEEP HIS HAND OFF","ME OR I WILL TELL MY MOM OR DAD OR ANOTHER RELATIVE OF MINE","ASK HIM IF I CAN GET MY SPOT BACK",,"TELL THEM TO BREAK IT UP",,"GET THEM A DRINK TO LET THEM COOL DOWN AND TEL","L EACH OTHER THEY ARE SORRY","TELL THEM TO STOP",,"GO GET A TEACHER",,"ELN",,,,,,,,,,,,,,,3/15/1997
"NW31212",8,"NW","WALK AWAY",,,"ASK HIM NICELY, AGAIN.  SAY FINE,TELL THE MANAGE","R","WALK AWAY AND DONT SAY NOTHING",,"SCREAM HELP AND I WON'T TALK","IF HE HITS ME, I MIGHT HIT HIM BACK","SCREAM AND RUN AWAY, GO TO A PAY PHONE AND CALL THE POLICE",,"SCREAM HELP - TELL POLICE THAT HE'S TRYING TO","THREATEN ME.","TELL MY MOM",,"TELL THEIR MOM",,"TELL HIM THATS MY SPOT AND WOUL","D YOU PLEASE GET OUT","PUSH HIM BACK OUT",,"BREAK THE FIGHT UP, GET IN BETWEEN","THEM AND HAVE FRIENDS HOLD THEM","HAVE THEM STOP PLAYING WITH EACH OTHER - GET T","HEIR PARENTS AND HAVE THEM DEAL WITH IT.","SAY STOP IT AND TELL THE OTHER KID, NO FRIEND, TO","WALK AWAY","CALL FRIENDS PARENTS AND HAVE THEM COME GET HE","R","ACO",5,4,5,22,5,4,4,4,1,2,7,4,1,4,9/15/1997
"NW31245",8,"NW","LEAVE HIM ALONE",,,"SIT DOWN FOR A REST",,"TELL POLICE SOMEONE IS GOING TO HIT ME",,"GO HIDE",,"CALL THE POLICE",,"HIDE THE MONEY IN A PIGGY BANK",,"RUN AWAY",,"HIDE SO NOT TO HEAR STORIES",,"GO TELL A RECESS TEACHER",,"GO HOME AND TELL MOMMY",,"TELL A NICE PERSON SO THEY WOULD ST","OP THEM","TELL THE KIDS TO STOP FIGHTING",,"I DON'T KNOW",,"TELL THE OTHER KID'S MOTHER TO GET KID IN TROU","BLE.","ELN",5,5,4,5,4,5,5,5,4,4,4,1,,3,10/15/1996
"NW31253",8,"NW","SAY O.K.",,,"ASK HIM PLEASE.",,"TELL HIM TO PLEASE NOT HIT ME.",,"ASK HIM, ""WHAT IS THE MATTER?""",,"PUSH HIM DOWN.",,"SAY, ""NO, I AM NOT GIVING YOU MY MONEY.""",,"I WOULD ASK HIM TO PLEASE STOP.",,"I WOULD SAY, ""YOU SHOULDN'T SAY THINGS BEHIND","PEOPLE'S BACKS.""","PUSH HIM DOWN AND GET MY SPOT","BACK AND SAY, ""DON'T DO THAT AGAIN.""","ASK HIM TO PLEASE GIVE ME MY SPOT BACK.",,"PUT MY ARMS OUT(BETWEEN THEM) AND","SAY, ""BREAK IT UP"".","SAY, ""PLEASE STOP FIGHTING.""",,"TELL THE OTHER KID TO STOP FIGHTING WITH HIM.",,"PUT MY ARMS OUT(BETWEEN THEM) AND SAY, ""BREAK","IT UP.""","CLL",5,1,1,1,2,1,1,1,2,1,7,1,1,7,4/15/2000
"NW31266",8,"NW","ASK HIM POLITELY",,,"DON'T KNOW",,"RUN",,"GO TO MY HOUSE",,"RUN",,"HIDE",,"TELL HIM TO STOP IT",,"TELL THE TEACHER",,"TELL HIM TO GO TO THE END",,"TELL THE TEACHER",,"GO TELL SOMEONE - LIKE MY BABYSITTE","R","TELL THEM TO STOP IT",,"I'D TELL HIM TO STOP IT",,"DON'T KNOW",,"CRH",1,,5,5,5,5,1,4,1,4,4,1,1,,11/15/1998
"NW31277",8,"NW","SAY PLEASE CAN I USE YOU BASKETBALL PLEASE I WANT TO PLAY BASKETBALL AND WIN",,,"TELL HIM TO PLEASE GIVE IT TO ME",,"SAY WHAT'S THE MATTER WITH YOU",,"I'D SAY DON'T DO THAT I DO NOT LIKE THAT",,"SAY NO AND SMACK HIM",,"I'D GET THE POP AND THE REST OF THE MONEY AND","O WHERE I WAS PLAYING AGAIN","I'LL TELL HIM THAT I DON'T DO THA","T CAUSE I'M GOOD - I'D SAY IT WAS FICTION","TELL THE TEACHER",,"TELL THE TEACHER",,"PUSH HIM OUT OF LINE",,"GO UP TO THEM PUSH THEM APART",,"SAY DON'T FIGHT",,"TELL HER MOM",,"I'D TRY TO BREAK IT UP - HOW?  BY PUSHING THEM","APART","CRH",1,1,1,1,2,7,1,4,4,2,2,1,4,2,10/15/1998
"NW31281",8,"NW","SAY PLEASE",,,"GO AND GET ANOTHER BALL",,"I WOULD RUN AWAY",,"I WOULD RUN AND TELL MY MOM",,"LET HIM HAVE IT",,"DON'T LET HIM HAVE IT, BY SAYING ""NO""",,"I WOULD TELL HIM TO STOP",,"I WOULD TELL SOMEBODY",,"GO TO THE END OF THE LINE",,"TELL HIM ""NO CUTTING""",,"TELL SOMEBODY",,"TELL THEM TO STOP",,"I WOULD TELL THEM TO STOP",,"GO TELL SOMEONE",,"DBM",1,5,5,4,5,1,1,4,5,1,4,1,1,4,10/15/1999
"NW31299",8,"NW","KEEP ON BUGGING HIM FOR THE BALL.",,,"LEAVE HIM ALONE AND GO HOME AND GET ONE(BALL).",,"WALK AWAY FROM HIM.",,"ASK HIM IF HE IS GOING TO HIT ME.",,"SAY, ""NO"".",,"FIND SOME MORE MONEY AND GIVE IT TO HIM.",,"TELL THE YARD DUTY PERSON AT","SCHOOL.","TELL A PARENT OR GET HELP FROM SOMEONE.",,"SAY, ""THAT WAS YOUR FAULT, I","GET MY SPOT BACK.""","GO TO THE END OF THE LINE.",,"GO FIND A PARENT OR TEACHER.",,"TRY TO STOP THEM BY PUSHING EACH OF THEM ASIDE","AND TELL THEM TO STAY AWAY FROM EACH OTHER.","GO FIND A PARENT OR A TEACHER.",,"TRY TO STOP THEM BY PUSHING EACH OF THEM ASIDE","AND TELL THEM TO STAY AWAY FROM EACH OTHER.","CLL",1,5,5,1,1,6,4,4,1,5,4,7,4,7,11/15/2000
"NW31301",8,"NW","I WOULD GO HOME AND GET A BASKETBALL BECAUSE I HAVE ONE",,,"NOT PLAY BASKETBALL, JUST WATCH",,"I WOULD RUN HOME AS QUICK AS I COULD",,"WALK AWAY",,"I WOULD SAY ""NO""",,"I WOULD GO HOME AND DRINK SOMETHING ELSE",,"I WOULD GO TELL ON THEM (WHO WOUL","D YOU TELL?) A GROWNUP THAT WAS NEAR BY","I WOULD GO TO HIM AND SAY ""PLEASE STOP THAT I","DON'T LIKE IT""","I WOULD GET BACK WHERE I WAS (H","OW WOULD YOU DO THAT?) I WOULD PUSH THE KID OUT OF THE WAY","SAY ""PLEASE MOVE""",,"I WOULD TELL SOMEBODY (WHO?) LIKE A","GROWN-UP","I WOULD GO OVER AND TRY TO BREAK IT UP (HOW) B","Y TELLING THEM TO BREAK IT UP BEACUASE IT IS NOT GOOD TO FIGHT","I WOULD GO OVER AND TELL HER TO WALK AWAY",,"I WOULD TELL A GROWNUP",,"AJS",5,5,5,5,1,5,4,1,7,1,4,1,1,4,4/15/1998
"NW31322",8,"NW","WALK AWAY",,,"ASK HIM AGAIN",,"STOP AND LET HIM WALK AHEAD",,"RUN AHEAD",,"GET OUT OF LINE AND RUN",,"SAY ""GET AWAY""",,"TURN AROUND AND SAY ""PLEASE DON'T","DO THAT""","WALK AWAY",,"ASK THE KID WHO HIS PARENTS ARE","AND TELL ON HIM","JUST WALK AWAY",,"TRY TO STOP THE FIGHT (HOW?) I WOUL","D SAY ""PLEASE STOP""","JUST ASK THEM WHICH PARENTS ARE THEIRS AND THE","N LET THEM STOP THE FIGHT (HOW?) GO TELL THE PARENTS","ASK MY FRIEND TO STEP AWAY",,"LET ME HANDLE IT  (HOW?"") I WOULD SAY ""PLEASE","STOP THE FIGHT""","AJS",5,1,5,5,5,1,1,5,4,5,1,4,1,1,8/15/1997
"NW31336",8,"NW","I'LL GO ASK MY MOM IF SHE CAN BUY ONE",,,"ASK SOMEONE ELSE TO BORROW THEIR BALL",,"RUN AWAY",,"I'LL CALL 911",,"RUN",,"CALL 911",,"TELL MY MOM",,"TELL MY DAD",,"PUSH THEM BACK",,"KEEP ON PUSHING THEM",,"GO UP TO THEM AND SAY ""I KNOW WHAT","WE CAN DO TO SOLVE THE PROBLEM BETWEEN YOU TWO""","TELL THEM THAT YOU SHOULD JUST TALK ABOUT IT,","OR ALL THREE OF US CAN TALK ABOUT IT","GO TO FRIEND AND SAY ""CAN YOU PLEASE STOP IT"" AND","ASK MY FRIEND IF SHE WANTS TO PLAY WITH ME INSTEAD OF THEM""","ASK MY FRIEND IF SHE WANTS TO PLAY JUMP ROPE W","ITH ME","DLW",4,5,5,4,5,4,4,4,2,2,1,1,1,6,6/15/1999
"NW31348",8,"NW","I WOULD JUST LIKE GO ASK ANOTHER PERSON, A NEIGHBOR OR FAMILY MEMBER FOR A","BALL",,"I COULD ASK HIM IF HE'D LIKE TO PRACTICE WITH ME",,"I WOULD LOOK AT THE GROUND AND WALK PAST HIM",,"I COULD POSSIBLY RUN TO NEIGHBORS HOUSE",,"I WOULD PROBABLY JUST GIVE IT TO HIM,",,"JUST THROW IT SOMEWHERE AND RUN AWAY, TO GET","HIS ATTENTION OFF OF ME.","THIS HAS HAPPEND TO ME, I TOTALLY","IGNORED HIM AND DEALT WITH IT ON MY OWN","I MIGHT GET A TEENY BIT MAD, I MIGHT JUST GO","TO MY MOM AND TELL HER WHAT'S GOING ON","I WOULD GO TO THE END OF THE","LINE, OTHERWISE PROBLEMS WOULD START","RUN AND MAYBE CRY, IT'S EMBARRASSING TO CRY IN","PUBLIC OR GET A CUP AND GO TO THE BATHROOM TO GET WATER","I WOULD GO FIND AN ADULT AND TELL","THEM","OR I WOULD GO GET THE PERSON WHO WORKS AT THE","PARK","I WOULD GRAB MY FRIEND AND HOLD THEIR HANDS BACK",,"GO TELL MY MOM",,"SRH",4,6,5,5,5,5,5,4,5,5,4,4,7,4,7/15/2000
"NW31369",8,"NW","I WOULD GO AND GET A DIFFERENT BALL",,,"HAVE SOMEBODY GET A BALL FOR ME",,"I WOULD SAY DON'T HIT ME",,"I'D TELL SOMEBODY ""WHO"" LIKE MY BROTHERS, MOM,","AND DAD","I'D TELL HIM NO",,"I'D SAY YOU CAN'T HAVE MY MONEY",,"I'D SAY YOU QUIT TELLING NASTY ST","ORIES ABOUT ME BECAUSE I'M NOT DOING IT","I'D TELL HIS MOM",,"I'D SAY PLEASE DON'T PUSH ME",,"I'D SAY DON'T PUSH ME",,"I'D GO AND STOP THEM BY PUSHING THE","M APART LIKE A COACH DOES","I'D TELL THEM DON'T FIGHT OR ELSE IT COULD HUR","T SOMEONE'S FEELINGS","I'D TELL MY FRIEND DON'T FIGHT BECAUSE IT MIGHT HU","RT THEMSELVES","I'D MAKE SURE THEY'RE SAFE (""HOW"") WHERE THEY","WON'T GET HURT (HOW?) LIKE GO TO A DIFFERENT PARK","CRH",5,4,1,4,1,1,1,4,1,1,7,1,1,22,10/15/1998
"NW31375",8,"NW","JUST GET A DIFFERENT BALL, (WHERE), FROM THE COACH",,,"GET ONE A FROM A DIFFERENT PERSON THAT'S TRYING","OUT","GET OUT OF HIS WAY",,"GO BACK THE OTHER WAY, WAIT FOR HIM TO GO BY",,"RUN",,"GIVE THE MONEY TO HIM",,"TELL HIS MOM AND HIS MOM WOULD","GROUND HIM","MAKE UP STORIES ABOUT HIM",,"PUSH HIM BACK AND SAY YOU CAN'T","CUT","GO TO THE BACK OF THE LINE",,"IGNORE",,"IF IT GETS TOO BAD, TELL MY MOM AND DAD OR","SISTER","IGNORE",,"SAY HEY FRIEND, DO YOU WANT TO GO PLAY AT THE","PARK, WITH ME?","SRH",4,4,5,5,5,5,4,3,7,5,5,4,5,1,11/15/1999
"NW31397",8,"NW","GO HOME TO SEE IF I HAD ENOUGH MONEY TO BUY A BALL.",,,"I MIGHT ASK THE KID AGAIN A LITTLE LATER IF I CO","ULD USE THE BALL.","GET AWAY FROM THE KID.",,"ASK HIM WHY HE WAS MAD.",,"RUN AWAY FROM HIM.",,"GIVE THE BOY THE MONEY SO I WON'T GET HURT.","MONEY IS NOT AS IMPORTNAT AS GETTING HURT.","GO TELL THE TEACHER.",,"START TELLING NASTY STORIES ABOUT HIM.",,"TELL HIM THAT I DON'T LIKE THAT",", THAT IT WAS MY SPOT.","GO TELL A TEACHER.",,"GET HELP (TELL ME MORE). TELL THE P","LAYGROUND PERSON ON DUTY AND TELL THEM THAT KIDS ARE FIGHTING.","TELL THE KIDS TO BREAK IT UP.",,"WALK UP TO MY FRIEND AND SAY WHAT'S COME OVER YOU.","WHAT ARE YOU DOING? TALK TO THEM.","ASK THE OTHER KID WHY HE'S FIGHTING.",,"PJV",5,1,5,1,5,5,4,3,1,4,4,1,1,1,2/15/1997
"NW31403",8,"NW","SOCK HIM AND TAKE THE BALL",,,"SAY PLEASE, BUT IF HE SAID NO I'D THROW HIM ON T","HE GROUND AND TAKE IT","I'D WALK AWAY",,"I'D PROTECT MYSELF - BY FIGHTING",,"I WOULD NOT DO IT; I'D SAY IF YOU WANT SOMEONE'S MONEY AND GET THEIR MO","NEY","PUSH HIM OFF OF A CLIFF",,"I'D SOCK HIM",,"NOT LISTEN",,"SOCK HIM",,"PUNCH HIM",,"TELL THE TEACHER",,"LEAVE THEM ALONE",,"I'D SAY HEY KID LEAVE HIM ALONE, PICK ON SOMEONE Y","OUR OWN SIZE","I'D DON'T KNOW WHAT TO SAY; THAT'S ALL I'D DO",,"CRH",2,2,5,2,1,2,2,5,2,2,4,5,1,,6/15/1999
"NW31424",8,"NW","I WOULD GO AND ASK SOMEBODY ELSE IF I COULD USE THEIR BALL.",,,"IF NOBODY WOULD LET ME HAVE ONE I WOULD ASK THE","COACH IF THERE WERE ANY MORE BASKETBALLS I COULD USE.","I WOULD SCREAM.",,"I WOULD RUN AWAY.",,"I WOULD SAY ""NO"".",,"IF HE DOESN'T LEAVE ME ALONE I WOULD GO AND TE","LL A GROWN UP.","I WOULD TELL (WHO) THEIR PARENTS.",,"I WOULD JUST IGNORE THEM.",,"I WOULD TELL A GROWN UP THAT HE","PUSHED ME OUT OF LINE.","I WOULD ASK THEM TO STOP PUSHING ME.",,"I WON'T GET IN THE MIDDLE OF THE FI","GHT, BUT I WOULD ASK THEM TO PLEASE STOP.","IF THEY DON'T STOP I WOULD TELL THEIR PARENTS.",,"I WOULD CALL MY FRIEND AND TELL THEM TO STOP.",,"I WOULD TAKE MY FRIEND HOME AND TALK ABOUT WHA","T THEY WERE FIGHTING ABOUT.","PJV",5,5,1,5,1,4,4,5,4,1,1,4,1,1,7/15/1997
"NW31439",8,"NW","SAY OKAY AND ASK SOMEONE ELSE",,,"TELL SOMEBODY LIKE THE COACH",,"SAY GO AWAY, I DON'T WANT TO TALK WITH YOU",,"RUN AWAY AND TELL MY DAD",,"SAY NO",,"SAY PLEASE GO AWAY OR I'LL TELL MY DAD",,"GO TELL THE PERSON TO STOP",,"GO TELL THE TEACHER OR MOM OR DAD",,"TELL SOMEBODY LIKE MY DAD IF HE","'S THERE","SAY CAN YOU PLEASE STOP AND CAN I HAVE MY SPOT","BACK","TELL THEM TO STOP FIGHTING PLEASE",,"SAY PLEASE STOP BECAUSE I JUST WANT TO HAVE FU","N","SAY HEY ""LEE"" (IF THAT'S WHO IT WAS) WHAT ARE YOU","DOING; I THOUGHT YOU DIDN'T WANT TO FIGHT","SAY PLEASE STOP SHOVING AND PUSHING MY FRIEND","OR I'LL HAVE TO TELL MY DAD OR HIS DAD","CRH",5,4,1,4,1,1,1,4,4,1,1,1,1,1,7/15/1999
"NW31478",8,"NW","IF I HAD ENOUGH MONEY I WOULD GO BUY MY OWN.",,,"I JUST WOULDN'T PRACTICE.",,"SAY ""HEY YOU WANT TO GO TO MCDONALDS AND GET A CHEESEBURGER?""",,"I DON'T KNOW (PROBE - CAN YOU THINK OF ANYTHIN","G ELSE?) NO.","I'D SAY ""NO WAY JOSE"".",,"NOTHING ELSE. (CAN YOU THINK OF ANYTHING ELSE?",") NO, NOTHING ELSE.","JUST LET THEM KEEP ON DOING IT.",,"NOTHING ELSE. BECAUSE WHATEVER THEY SAY ISN'T","TRUE SO I'D JUST KEEP ON LETTING THEM DO IT.","GO TELL THE TEACHER.",,"SAY ""MAY I PLEASE HAVE MY SPOT BACK"" OR ""MAY I","PLEASE CUT?""","GO OVER THERE AND SAY ""BREAK IT UP""",,"I DON'T KNOW CAN YOU THINK OF ANYTHING ELSE?)","NO.","SAY ""HOLD IT, THAT'S MY FRIEND, STOP!""",,"JUST RUN THROUGH IT (TELL ME MORE) I'D RUN THR","U THE FIGHT (TELL ME MORE) IT WOULD BREAK THEM UP.","PJV",5,5,6,,1,,5,,4,1,1,,1,7,8/15/1997
